CÓDIGO SAP;FAMÍLIA;APRESENTAÇÃO;QTDE;UM;PRINCIPIO ATIVO;UNIDADE DE NEGÓCIO;EMPRESA;REGISTRO MS;GGREM;NCM (CLASS FISCAL);CÓDIGO EAN;TIPO DE MEDICAMENTO;% Pis;% Cofins;TARJA;LISTA;REGIME DE PREÇOS;IPI;ICMS 0 % (PF);ICMS 0 % (PMC);ICMS 12 %  (PF);ICMS 12 % (PMC) ;ICMS 17 % (PF);ICMS 17 % (PMC);ICMS 17,5 % (PF);ICMS 17,5 % (PMC);ICMS 18 %  (PF);ICMS 18 %  (PMC);ICMS 20 % (PF);ICMS 20 % (PMC);ICMS 17 % (ALC) AC/RR (PF);ICMS 17 % (ALC) AC/RR (PMC);ICMS 17,5 % (ALC) RO (PF);ICMS 17,5 % (ALC) RO (PMC);ICMS 18 % (ALC) AM/AP (PF);ICMS 18 % (ALC) AM/AP (PMC)
1000487;ACIDO MEFENAMICO;ACIDO MEFENAMICO 500MG 3BLX8;24;COM;ÁCIDO MEFENÂMICO;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21123E+14;30049039;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;15,85;21,91;16,81;23,24;16,91;23,38;17,01;23,52;17,44;24,11;16,81;23,24;16,91;23,38;17,01;23,52
1006506;ACIDO MEFENAMICO;ACIDO MEFENAMICO 500MG 3BLX8;24;COM;ÁCIDO MEFENÂMICO;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049039;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;15,85;21,91;16,81;23,24;16,91;23,38;17,01;23,52;17,44;24,11;16,81;23,24;16,91;23,38;17,01;23,52
1003793;ADIPEPT;ADIPEPT 20MG COMR BLAX14;14;COM REV;PANTOPRAZOL;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00514E+14;30049099;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;23,3;32,21;24,7;34,15;24,85;34,35;25;34,56;25,63;35,43;24,7;34,15;24,85;34,35;25;34,56
1003794;ADIPEPT;ADIPEPT 20MG COMR BLAX28;28;COM REV;PANTOPRAZOL;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00514E+14;30049099;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;31,15;43,06;33,02;45,65;33,22;45,92;33,43;46,22;34,26;47,36;33,02;45,65;33,22;45,92;33,43;46,22
1003798;ADIPEPT;ADIPEPT 40MG COMR BLAX14;14;COM REV;PANTOPRAZOL;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00514E+14;30049099;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;19,75;27,3;20,94;28,95;21,07;29,13;21,2;29,31;21,73;30,04;20,94;28,95;21,07;29,13;21,2;29,31
1003799;ADIPEPT;ADIPEPT 40MG COMR BLAX28;28;COM REV;PANTOPRAZOL;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00514E+14;30049099;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;31,15;43,06;33,02;45,65;33,22;45,92;33,43;46,22;34,26;47,36;33,02;45,65;33,22;45,92;33,43;46,22
1003800;ADIPEPT;ADIPEPT 40MG COMR BLAX42;42;COM REV;PANTOPRAZOL;PRESCRIÇÃO;ACHÉ;1,0573E+12;5,00514E+14;30049099;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;34,73;48,01;36,82;50,9;37,04;51,21;37,27;51,52;38,2;52,81;36,82;50,9;37,04;51,21;37,27;51,52
1005748;ALBENDAZOL;ALBENDAZOL 400MG COMM BLX1 CL;1;COM MAST;ALBENDAZOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21116E+14;30049063;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;6,82;9,43;7,23;10;7,27;10,05;7,32;10,12;7,5;10,37;7,23;10;7,27;10,05;7,32;10,12
1006512;ALBENDAZOL;ALBENDAZOL 400MG COMM BLX1 CL;1;COM MAST;ALBENDAZOL;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049063;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;6,82;9,43;7,23;10;7,27;10,05;7,32;10,12;7,5;10,37;7,23;10;7,27;10,05;7,32;10,12
1005731;ALBENDAZOL;ALBENDAZOL 40MG/ML SUSOR FRVDX10ML CL;1;FR;ALBENDAZOL;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21118E+14;30049063;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;7,23;10;7,66;10,59;7,71;10,66;7,76;10,73;7,95;10,99;7,66;10,59;7,71;10,66;7,76;10,73
1006517;ALBENDAZOL;ALBENDAZOL 40MG/ML SUSOR FRVDX10ML CL;1;FR;ALBENDAZOL;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049063;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;7,23;10;7,66;10,59;7,71;10,66;7,76;10,73;7,95;10,99;7,66;10,59;7,71;10,66;7,76;10,73
1002506;ALENDRONATO;ALENDRONATO SODIO 70MG COM BLAX4;4;COM;ALENDRONATO DE SÓDIO;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21113E+14;30049099;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;22,35;30,9;23,7;32,76;23,84;32,96;23,99;33,16;24,59;33,99;23,7;32,76;23,84;32,96;23,99;33,16
1006523;ALENDRONATO;ALENDRONATO SODIO 70MG COM BLAX4;4;COM;ALENDRONATO DE SÓDIO;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;GENÉRICO;0;0;TV;POS;MONITORADO;0;0;0;22,35;30,9;23,7;32,76;23,84;32,96;23,99;33,16;24,59;33,99;23,7;32,76;23,84;32,96;23,99;33,16
1005502;ALENIA;ALENIA 12/400MCG CAP FRX60+INAL (LIC);1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,211E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;108,34;149,77;114,87;158,8;115,56;159,75;116,27;160,74;119,18;164,76;114,87;158,8;115,56;159,75;116,27;160,74
1006328;ALENIA;ALENIA 12/400MCG CAP FRX60+INAL (LIC);1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;108,34;149,77;114,87;158,8;115,56;159,75;116,27;160,74;119,18;164,76;114,87;158,8;115,56;159,75;116,27;160,74
1002219;ALENIA;ALENIA 12/400MCG POINAL CAP FRX60 REF;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,211E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;85,84;118,67;91,01;125,82;91,56;126,58;92,12;127,35;94,43;130,54;91,01;125,82;91,56;126,58;92,12;127,35
1006410;ALENIA;ALENIA 12/400MCG POINAL CAP FRX60 REF;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;85,84;118,67;91,01;125,82;91,56;126,58;92,12;127,35;94,43;130,54;91,01;125,82;91,56;126,58;92,12;127,35
1006409;ALENIA;ALENIA 12/400MCG POINAL CAP FRX60 REF (LIC);1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;85,84;118,67;91,01;125,82;91,56;126,58;92,12;127,35;94,43;130,54;91,01;125,82;91,56;126,58;92,12;127,35
1002220;ALENIA;ALENIA 12/400MCG POINAL CAP FRX60+INAL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,211E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;108,34;149,77;114,87;158,8;115,56;159,75;116,27;160,74;119,18;164,76;114,87;158,8;115,56;159,75;116,27;160,74
1006368;ALENIA;ALENIA 12/400MCG POINAL CAP FRX60+INAL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;108,34;149,77;114,87;158,8;115,56;159,75;116,27;160,74;119,18;164,76;114,87;158,8;115,56;159,75;116,27;160,74
1006373;ALENIA;ALENIA 6/100MCG CAP FRX60+INAL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;80,38;111,12;85,22;117,81;85,73;118,52;86,26;119,25;88,41;122,22;85,22;117,81;85,73;118,52;86,26;119,25
1000310;ALENIA;ALENIA 6/200MCG CAP FRX60+INAL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,211E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;95;131,33;100,72;139,24;101,33;140,08;101,95;140,94;104,5;144,47;100,72;139,24;101,33;140,08;101,95;140,94
1006376;ALENIA;ALENIA 6/200MCG CAP FRX60+INAL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;95;131,33;100,72;139,24;101,33;140,08;101,95;140,94;104,5;144,47;100,72;139,24;101,33;140,08;101,95;140,94
1006413;ALENIA;ALENIA 6/200MCG CAP FRX60+INAL (LIC);1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;95;131,33;100,72;139,24;101,33;140,08;101,95;140,94;104,5;144,47;100,72;139,24;101,33;140,08;101,95;140,94
1000309;ALENIA;ALENIA 6/200MCG FRX60 REFIL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;BIOSINTÉTICA;1,1213E+12;5,211E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;63,81;88,21;67,65;93,52;68,06;94,09;68,48;94,67;70,19;97,03;67,65;93,52;68,06;94,09;68,48;94,67
1006375;ALENIA;ALENIA 6/200MCG FRX60 REFIL;1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;63,81;88,21;67,65;93,52;68,06;94,09;68,48;94,67;70,19;97,03;67,65;93,52;68,06;94,09;68,48;94,67
1006412;ALENIA;ALENIA 6/200MCG FRX60 REFIL (LIC);1;FR;"BUDESONIDA; FUMARATO DE FORMOTEROL";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,52919E+14;30049099;7,89618E+12;REFERÊNCIA;0;0;TV;POS;MONITORADO;0;0;0;63,81;88,21;67,65;93,52;68,06;94,09;68,48;94,67;70,19;97,03;67,65;93,52;68,06;94,09;68,48;94,67
1500929;ALLESTRA;ALLESTRA 15 15/60MCG COMR BLX28;28;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;13,57;18,76;14,39;19,89;14,47;20;14,56;20,13;14,93;20,64;14,39;19,89;14,47;20;14,56;20,13
1007322;ALLESTRA;ALLESTRA 15 15/60MCG COMR BLX28;28;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;13,57;18,76;14,39;19,89;14,47;20;14,56;20,13;14,93;20,64;14,39;19,89;14,47;20;14,56;20,13
1501008;ALLESTRA;ALLESTRA 20 20/75MCG COMR BLX63;63;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1007319;ALLESTRA;ALLESTRA 20 20/75MCG COMR BLX63;63;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1500987;ALLESTRA;ALLESTRA 20 20/75MCG COMR BLX21;21;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1007318;ALLESTRA;ALLESTRA 20 20/75MCG COMR BLX21;21;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1500986;ALLESTRA;ALLESTRA 30 30/75MCG COMR BLX63;63;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1007321;ALLESTRA;ALLESTRA 30 30/75MCG COMR BLX63;63;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1501009;ALLESTRA;ALLESTRA 30 30/75MCG COMR BLX21;21;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1007320;ALLESTRA;ALLESTRA 30 30/75MCG COMR BLX21;21;COM REV;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,05731E+12;5,5292E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1500268;ALLESTRA;ALLESTRA 75/20MCG DRG BLX21 FLW;21;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1007265;ALLESTRA;ALLESTRA 75/20MCG DRG BLX21 FLW;21;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1500261;ALLESTRA;ALLESTRA 75/20MCG DRG BLX63+FLW;63;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1007268;ALLESTRA;ALLESTRA 75/20MCG DRG BLX63+FLW;63;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1500269;ALLESTRA;ALLESTRA 75/30MCG DRG BLX21 FLW;21;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1007266;ALLESTRA;ALLESTRA 75/30MCG DRG BLX21 FLW;21;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;21,05;29,1;22,31;30,84;22,45;31,04;22,59;31,23;23,15;32;22,31;30,84;22,45;31,04;22,59;31,23
1500271;ALLESTRA;ALLESTRA 75/30MCG DRG BLX63 FLW;63;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1007267;ALLESTRA;ALLESTRA 75/30MCG DRG BLX63 FLW;63;DRG;"ETINILESTRADIOL; GESTODENO";PRESCRIÇÃO;ACHÉ;1,0573E+12;5,005E+14;30043939;7,89666E+12;SIMILAR;0;0;TV;POS;MONITORADO;0;0;0;47,92;66,25;50,81;70,24;51,12;70,67;51,43;71,1;52,71;72,87;50,81;70,24;51,12;70,67;51,43;71,1
1005120;ALPRAZOLAM;ALPRAZOLAM 0,5MG COM BLX30 (B1);30;COM;ALPRAZOLAM;GENÉRICOS;BIOSINTÉTICA;1,1213E+12;5,21112E+14;30049064;7,89618E+12;GENÉRICO;0;0;TP;POS;MONITORADO;0;0;0;16,4;22,67;17,39;24,04;17,49;24,18;17,6;24,33;18,04;24,94;17,39;24,04;17,49;24,18;17,6;24,33
1006286;ALPRAZOLAM;ALPRAZOLAM 0,5MG COM BLX30 (B1);30;COM;ALPRAZOLAM;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049064;7,89618E+12;GENÉRICO;0;0;TP;POS;MONITORADO;0;0;0;16,4;22,67;17,39;24,04;17,49;24,18;17,6;24,33;18,04;24,94;17,39;24,04;17,49;24,18;17,6;24,33
1006312;ALPRAZOLAM;ALPRAZOLAM 1MG COM BLX30 (B1);30;COM;ALPRAZOLAM;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049064;7,89618E+12;GENÉRICO;0;0;TP;POS;MONITORADO;0;0;0;26,95;37,26;28,58;39,51;28,75;39,75;28,93;39,99;29,65;40,99;28,58;39,51;28,75;39,75;28,93;39,99
1006346;ALPRAZOLAM;ALPRAZOLAM 2MG COM BLX30 (B1);30;COM;ALPRAZOLAM;GENÉRICOS;ACHÉ;1,05731E+12;5,52919E+14;30049064;7,89618E+12;GENÉRICO;0;0;TP;POS;MONITORADO;0;0;0;52,35;72,37;55,51;76,74;55,84;77,2;56,18;77,67;57,59;79,61;55,51;76,74;55,84;77,2;56,18;77,67
